"Arm0","Arm1","Arm2","Arm3","Arm4","Arm5"
43,0,0,92,0,0
0,0,0,0,0,34
0,96,-54,0,0,0
0,0,0,0,0,-2
0,10,38,0,0,0
-59,-74,-85,0,0,0
-15,95,14,77,0,-18
0,-82,40,0,-36,0
0,52,-29,0,2,0
0,-49,24,0,3,0
-53,0,0,0,-88,0
-39,0,42,73,-74,0
0,0,17,0,45,0
0,0,25,17,40,0
-19,0,13,10,-36,48
0,0,-78,0,35,0
63,0,71,0,0,0
0,0,0,0,0,0
91,21,-48,0,0,0
0,0,52,-69,0,0
0,0,0,0,0,0
-38,0,-77,0,0,0
0,-13,-8,0,-89,0
-82,0,-96,0,0,0
0,-49,0,0,0,0
0,-72,0,0,0,0
0,27,0,0,3,0
0,0,-35,0,-91,0
40,1,-91,0,-13,0
74,21,-59,0,-58,0
88,92,7,88,-90,0
0,60,19,0,29,-15
0,-96,92,0,38,0
0,0,-4,76,42,0
89,0,0,0,2,0
0,0,0,-46,0,0
-49,0,-65,0,0,0
0,-48,7,91,0,0
0,0,-25,-35,0,0
-67,0,8,-99,0,0
0,0,-22,-45,-85,45
-74,0,-100,65,0,0
0,0,-79,0,-72,0
0,-3,0,0,0,0
0,0,19,0,62,0
0,-71,0,0,-79,0
73,-5,-51,39,12,0
68,-58,-55,0,29,0
0,46,56,-63,-74,0
12,0,16,-63,-29,0
0,-58,-5,0,-83,0
0,81,-74,0,-95,0
0,59,0,0,-65,0
-85,69,-16,0,-35,0
0,-18,61,0,0,0
100,60,0,-34,-20,0
-42,0,-36,-85,0,0
0,0,-74,0,0,0
0,0,27,0,0,69
0,0,-63,0,0,0
0,0,0,0,0,0
0,0,-19,0,0,0
0,-34,0,0,0,0
7,64,0,0,-74,0
0,90,80,0,-24,0
0,0,0,-7,-32,0
-88,-47,0,0,9,0
88,0,-99,-32,-35,0
0,9,-44,0,66,0
0,0,89,0,-29,0
-16,0,5,0,88,0
0,0,10,20,42,0
0,0,39,0,12,0
0,0,-17,95,0,56
91,-52,0,0,0,0
0,46,25,0,0,0
-54,2,60,0,0,0
0,-25,24,0,15,0
-95,-42,75,13,0,0
0,0,-33,0,0,0
73,0,0,0,0,-20
82,0,-19,-100,-21,0
71,0,42,-44,-55,0
0,0,0,1,-62,0
0,-51,55,-97,0,0
0,0,79,-77,-26,0
0,0,4,0,0,0
-16,-13,42,47,0,0
0,24,-85,0,29,0
19,-7,0,-54,-86,34
0,0,22,0,-92,0
-52,-34,0,-39,71,0
0,0,-13,-36,0,0
-74,40,0,0,0,0
0,-14,-85,0,0,0
68,0,-61,-13,0,0
58,3,-1,79,0,0
0,79,70,4,0,0
0,-71,92,0,0,0
0,65,-64,0,0,0
-6,31,0,0,0,0
0,43,-63,0,0,0
0,0,-17,0,44,0
-73,0,0,0,-99,0
-65,0,-99,0,0,-73
0,0,-7,54,0,0
0,0,91,0,0,0
57,0,-67,0,0,0
0,0,51,84,21,0
0,0,73,0,-60,61
0,0,-75,-69,11,0
88,30,-2,100,0,0
0,0,34,0,0,0
0,0,0,0,0,0
0,-48,98,-99,0,97
0,-68,0,89,0,-30
-47,-32,89,36,0,0
9,21,-73,0,-15,0
-26,80,15,0,-40,0
0,0,-21,43,0,0
0,14,14,0,-89,0
0,47,-22,0,0,0
0,91,-58,0,0,0
32,38,-35,0,5,0
0,38,-61,0,7,0
0,0,-100,25,0,0
0,0,0,0,69,0
0,0,12,0,-54,0
0,0,-41,0,-58,53
0,0,0,0,98,0
-52,0,-6,0,0,0
0,0,85,0,0,0
0,0,41,36,0,0
0,0,92,0,-71,0
0,0,-96,0,0,0
37,0,-83,0,0,0
1,0,-92,0,0,0
20,-15,-33,0,0,0
0,-68,-67,0,0,0
-32,-48,44,-24,15,0
0,-41,0,0,-75,0
53,-74,43,0,0,0
0,93,-86,0,0,0
-15,-48,-54,-60,41,0
-20,75,-42,-49,-9,-97
0,51,0,-38,0,0
0,0,0,0,0,0
0,-48,-63,28,-68,0
0,0,-34,0,96,0
0,0,0,-25,0,0
0,0,0,0,0,0
0,0,13,77,0,0
0,-58,7,0,0,0
0,-61,0,0,0,0
-48,0,54,0,0,0
26,0,-12,72,83,0
-15,0,0,-45,0,0
0,0,-40,0,-3,0
-42,0,34,67,-18,0
0,-78,0,0,75,0
73,0,0,-38,0,0
10,0,100,0,0,0
46,80,0,64,-8,-11
-74,0,18,0,100,0
0,-35,89,0,75,42
0,0,15,0,-73,0
0,28,0,0,-99,0
0,0,14,0,61,0
20,23,0,0,0,0
62,26,0,-53,0,0
0,-91,0,-19,0,0
0,0,-10,0,0,0
62,0,0,0,0,0
0,0,-7,-72,0,0
0,0,44,-43,0,0
0,0,0,18,-51,-51
0,0,-3,0,0,0
0,0,90,0,0,0
-53,0,19,0,0,0
-83,0,14,0,0,0
0,12,-86,-43,0,0
0,-70,43,0,68,0
-42,0,74,0,-44,0
7,-61,23,0,-68,0
0,0,-25,0,0,0
0,-64,24,0,83,0
0,1,64,0,-18,0
0,0,-39,0,0,0
54,0,0,0,0,0
-8,-10,0,-82,-8,0
-33,9,-52,0,-66,0
29,-82,0,0,0,0
60,-16,0,24,0,0
0,62,0,-64,0,0
-87,0,-5,0,-45,0
0,0,-84,0,0,0
0,0,-76,77,0,0
-94,0,0,-37,0,0
-51,0,-74,-6,59,0
-70,0,0,-20,0,0
92,0,89,0,0,-3
58,83,94,-32,-78,0
-70,0,0,0,-67,0
18,0,-82,0,0,0
0,26,-34,0,-65,0
-78,-84,0,0,13,0
0,0,0,1,0,47
0,0,-77,-61,0,0
0,-64,-8,0,0,0
-84,0,41,0,0,0
0,0,-39,0,0,0
-51,85,99,0,0,0
43,78,-62,0,0,0
0,-84,-86,4,-73,0
81,70,0,0,0,0
0,79,-87,-63,-26,-45
-91,-69,-24,73,-94,0
0,0,3,0,0,-71
75,-42,69,0,0,0
-40,0,0,0,73,0
88,0,73,0,0,0
-92,0,-82,-91,17,96
0,0,-18,0,78,0
0,0,0,0,-29,-36
0,0,0,-9,-61,0
51,0,-79,0,0,47
-11,0,0,0,0,0
0,-46,-79,0,0,0
-42,0,39,-16,0,0
0,-20,33,81,0,0
-20,0,43,24,0,40
-50,0,-89,0,0,0
0,0,26,0,0,-11
0,87,0,-68,0,0
47,0,-22,0,-66,0
0,0,53,0,0,0
29,80,1,0,89,0
0,53,0,49,-86,0
0,-87,-74,0,-82,0
0,-42,-83,0,7,0
0,0,-4,-36,0,0
0,0,0,0,9,66
4,0,60,-59,-12,-35
0,0,0,12,-5,0
-73,0,-97,-16,0,0
-69,100,-6,0,0,0
0,0,89,0,0,0
0,-54,0,-84,0,0
0,0,0,0,0,0
0,0,0,-11,-69,0
11,-72,-16,0,0,0
0,95,-29,0,0,0
0,-3,-42,0,0,0
-14,0,-67,0,63,0
0,-49,89,50,0,0
0,35,-100,0,0,0
-19,0,-93,0,0,0
0,-33,-28,58,-18,0
0,0,90,0,-50,0
0,27,85,-53,60,0
0,-91,0,-42,40,0
26,-42,33,56,80,0
0,-77,0,0,-64,0
0,0,45,0,0,0
0,0,-15,0,0,0
0,0,-55,-36,0,0
0,0,72,-56,20,-44
2,0,20,0,0,0
0,90,91,0,0,0
0,15,-66,0,8,0
60,-62,-42,28,0,0
59,0,59,18,0,-6
0,-17,-71,0,0,0
-7,-3,-80,0,94,0
0,-45,0,-38,57,0
-66,0,-92,55,32,0
31,0,-2,0,78,0
0,0,31,-98,21,0
0,0,0,-16,100,0
0,-86,0,0,0,0
68,76,0,100,48,0
0,-17,0,0,0,45
0,35,-65,0,0,0
10,-3,0,-16,0,0
0,-49,-43,-80,-5,0
0,-16,0,0,0,0
87,0,0,0,3,0
0,0,-20,0,45,0
-42,0,0,0,0,0
72,0,-100,0,0,0
-3,0,-43,-26,0,0
0,79,64,0,0,0
0,0,-78,14,0,0
0,0,-47,-48,87,25
0,14,0,17,0,0
17,0,82,0,0,0
0,0,0,0,9,0
0,-1,-88,46,0,0
50,0,-5,-62,27,0
0,100,54,0,54,0
0,-21,87,-67,18,0
87,0,0,0,0,0
0,2,12,0,0,38
0,-14,0,0,0,0
0,0,-98,0,0,0
0,-70,0,0,0,0
0,4,0,0,0,0
0,96,48,0,66,0
0,-98,0,0,0,0
0,0,0,27,0,0
-21,0,-62,0,3,0
90,0,0,92,-65,0
0,0,-45,0,-61,0
0,0,0,84,-68,0
0,0,25,0,2,0
0,0,0,0,97,0
0,0,8,-5,-39,24
0,0,0,61,-92,0
0,0,-59,-74,-70,0
0,0,0,0,-94,0
1,-15,0,0,0,0
0,0,-65,2,0,0
0,0,0,0,0,0
79,6,0,0,-71,0
0,49,0,0,46,0
0,0,19,40,47,0
33,-63,0,62,61,0
0,-75,-23,-62,11,0
0,98,24,-34,0,0
0,30,-2,0,0,0
56,-62,89,76,54,0
-40,60,29,0,0,0
-52,0,0,-81,-33,0
0,0,-48,48,-25,0
90,0,-53,90,0,0
0,0,91,0,-43,0
64,-47,-10,0,0,0
96,0,-28,0,49,0
0,-80,-25,-18,-74,0
0,0,-24,0,0,0
0,-57,17,97,0,0
0,41,-78,0,0,0
57,0,0,0,0,0
62,0,0,0,0,0
49,0,0,98,0,0
0,92,0,-15,0,0
0,64,-97,-39,0,0
0,-46,-50,0,0,0
0,0,75,0,94,0
0,-21,4,0,0,0
0,0,73,0,27,0
0,80,23,-44,0,0
0,6,75,0,-46,-17
46,10,72,-7,0,0
98,-10,0,0,-26,-62
0,0,0,0,-32,0
-36,0,0,0,-8,0
95,0,0,0,67,0
0,0,52,0,0,0
0,0,-40,0,0,0
99,0,-27,0,0,0
0,-91,94,-53,0,0
0,0,50,0,0,0
0,0,40,88,0,0
4,0,0,-66,0,0
0,0,-80,0,-90,0
0,0,-8,0,-44,0
0,-89,-60,0,27,0
0,0,0,-76,-69,0
0,0,0,0,-84,0
0,-15,-86,-49,0,0
1,0,76,0,93,0
0,74,0,0,0,0
-99,-82,-56,0,0,20
60,2,90,0,-48,0
-73,23,-32,0,8,0
-17,73,10,0,-51,0
0,-54,64,-71,0,0
42,0,0,0,0,0
-42,0,48,0,0,-71
26,0,31,-87,-10,0
0,0,76,0,68,-29
0,0,-14,0,0,0
60,0,86,0,0,0
0,0,0,-79,0,0
0,0,0,0,-42,0
30,0,13,24,-62,0
0,83,-51,0,0,0
-70,0,0,0,71,0
0,0,0,33,-36,0
-98,0,66,0,13,0
-73,0,-1,0,-97,0
0,41,-91,-69,5,0
0,43,55,4,-9,0
0,0,-58,0,-11,0
0,72,-75,0,-20,0
-37,54,-71,0,0,0
0,0,0,0,0,15
56,41,0,0,0,0
0,-10,0,-33,0,0
0,-27,15,77,0,0
0,0,8,0,0,0
-16,0,33,-23,0,0
0,0,12,-26,0,0
-40,0,7,0,0,0
0,0,35,-29,6,0
0,0,1,0,0,0
29,-96,0,0,92,0
-80,89,-42,0,-80,0
0,47,51,72,94,0
-40,0,-96,-28,-82,0
0,0,-64,0,87,0
0,0,98,-98,87,0
0,0,-87,0,62,0
0,-48,68,0,20,0
0,-37,93,-10,0,0
0,0,100,0,0,0
50,0,0,-9,-5,0
0,0,-10,0,0,0
0,0,56,0,0,0
0,-76,-6,14,50,0
0,0,91,7,37,0
0,-22,-99,0,-32,0
0,82,-52,-3,0,0
0,0,58,0,-1,0
0,0,-69,83,0,0
0,0,0,0,0,0
0,-69,24,-3,0,0
0,0,-4,0,-58,0
0,0,0,-57,-46,0
0,0,0,0,37,0
-80,0,61,-79,0,0
97,0,0,0,-10,0
0,0,-16,21,-27,0
0,-1,8,66,0,67
0,0,0,10,0,0
33,0,-90,-26,0,0
0,-76,68,-39,0,0
0,96,0,0,69,0
0,23,6,-30,0,0
0,83,0,0,50,-69
-19,-84,38,-21,-59,0
0,2,0,0,0,0
0,-74,0,93,0,-77
0,-73,0,100,66,0
0,-100,36,0,-93,0
19,99,-63,-91,0,0
91,0,-1,0,0,0
86,0,0,22,0,0
0,0,0,34,-16,0
89,0,0,-22,-18,0
55,0,-52,0,-5,0
0,0,0,0,97,0
0,54,0,54,0,0
0,0,82,0,0,0
72,26,-18,42,0,-97
0,0,30,0,-37,0
0,0,15,0,0,0
0,-5,8,0,-44,0
0,-59,-30,0,0,-47
-90,94,62,0,-72,0
0,-63,0,80,0,0
-18,0,63,75,0,0
0,-40,16,-24,0,0
0,-15,0,0,91,0
28,-70,12,-85,-14,0
56,0,61,0,0,0
-97,51,-7,0,52,0
0,0,-61,53,0,0
0,45,-65,32,60,0
0,0,-97,-9,-86,0
0,0,42,0,-55,0
0,0,-10,0,0,0
34,0,84,-69,0,0
0,0,-98,0,0,0
0,0,0,34,0,-73
0,0,-10,-35,83,0
-72,0,38,0,0,0
0,-30,-44,-61,0,0
0,0,83,0,0,-93
0,0,43,0,0,0
0,20,-71,91,0,0
2,-76,-74,0,-35,0
0,0,-61,0,0,0
0,43,10,0,4,0
0,-6,0,0,-19,0
0,-30,12,0,-66,0
-92,66,42,0,0,0
0,1,-98,0,0,0
0,36,-21,-49,-28,0
29,-41,45,-18,70,0
96,-72,24,0,0,0
-35,-11,-41,-62,0,0
33,0,0,71,-89,30
0,0,-97,-49,0,0
0,0,86,5,0,0
-72,0,76,0,0,0
0,0,62,0,-45,0
0,0,0,0,0,0
0,-87,-5,40,66,59
0,-46,-82,58,66,0
0,0,0,0,77,0
0,45,-60,100,3,0
0,96,-20,-56,89,0
0,0,15,-80,0,0
0,0,-65,0,-90,0
15,59,0,11,0,0
-77,-1,-23,-41,32,0
-82,0,-34,0,71,0
0,-71,28,59,-28,0
0,39,-92,87,0,0
0,-6,-57,0,0,0
0,-68,0,-58,-65,-34
0,30,42,0,0,0
19,40,19,-3,0,0
31,-4,-7,0,0,0
0,0,55,0,83,0
0,0,0,0,-92,0
0,0,0,-34,0,0
0,0,-77,0,0,0
0,75,55,0,-33,0
0,-67,32,52,0,0
0,0,93,58,0,0
-9,22,50,0,0,0
0,-76,92,0,0,0
-98,0,-86,0,0,0
0,-60,57,0,11,0
36,-47,0,-100,31,0
0,100,-66,0,-83,0
0,-71,41,3,0,0
-29,20,-21,0,0,-29
0,0,0,0,0,0
0,99,-17,0,0,0
0,-75,33,77,0,0
0,-54,-8,0,0,0
0,76,0,-92,-42,0
-61,57,0,-44,0,0
-100,21,0,-75,0,0
50,98,38,-2,0,0
0,0,54,0,-69,-91
0,0,-21,0,0,0
0,89,-9,0,0,0
0,0,-94,0,-67,0
0,0,-58,49,-20,42
20,26,58,0,34,0
0,0,35,0,0,0
0,-96,-74,-34,53,0
0,0,48,0,0,0
-82,0,86,0,0,0
0,-46,25,-36,0,0
0,-71,-46,0,0,0
-32,0,-59,0,0,0
0,-64,0,0,0,0
-47,-89,-88,-77,65,-78
0,17,0,0,0,-35
0,0,0,0,88,0
0,54,6,-60,0,0
0,58,38,0,70,0
0,0,18,0,0,0
0,-42,65,-22,30,0
0,8,0,0,0,0
0,53,0,-80,60,0
0,0,0,0,100,0
0,0,0,-6,-57,0
0,0,48,62,-2,0
0,54,73,0,-91,0
73,16,0,0,-62,0
0,0,-77,0,0,86
-62,-65,0,0,82,0
3,0,-42,0,-87,0
0,-16,-33,-16,0,0
0,-44,95,0,0,0
0,-85,6,-89,0,0
-18,0,0,0,0,0
0,0,0,0,0,0
0,0,0,79,0,0
-44,0,90,44,0,0
-38,0,0,-79,-100,0
0,-28,0,-47,0,-83
-95,0,0,0,-34,0
54,7,5,-65,0,0
0,-91,-30,0,-6,-79
40,45,0,0,0,0
0,2,85,0,0,0
-21,82,0,0,-99,0
0,0,-81,0,-24,0
0,0,62,0,0,29
0,0,-60,0,0,0
0,0,0,-23,0,0
0,0,0,19,0,0
-26,54,0,0,94,-90
0,0,-70,-87,0,0
0,-71,0,0,0,0
78,0,-36,-26,0,0
0,0,50,0,0,-93
0,-33,40,3,82,0
0,36,15,21,0,0
0,0,74,34,91,0
0,-22,-94,0,4,15
0,49,15,0,-82,0
16,0,-26,-19,0,0
-37,60,93,0,39,0
0,-57,16,0,15,0
-67,0,0,0,-42,0
0,-4,-74,0,-45,31
0,0,0,-77,0,0
0,-62,-27,0,0,74
-69,83,0,0,0,0
0,0,-56,0,28,0
0,0,0,0,0,0
0,0,-36,0,0,0
28,0,91,0,0,0
0,0,0,4,0,0
52,0,-59,7,0,0
0,0,0,10,0,-89
0,57,0,-39,-62,0
0,-84,100,0,0,0
0,0,0,-50,0,0
0,82,78,0,-83,0
-65,0,0,0,37,0
54,0,-16,0,-83,0
0,0,65,0,-47,0
0,20,-17,-99,-97,0
82,0,-60,0,-26,0
0,0,80,-69,0,0
0,14,-83,0,0,0
0,79,-63,0,0,0
79,-42,-39,-81,0,0
0,0,87,43,0,0
0,57,-88,71,0,0
0,-80,93,-90,0,0
0,0,-63,0,0,0
0,0,-77,53,0,0
0,0,0,12,38,0
0,0,-100,0,26,50
0,0,86,-70,20,0
0,0,14,0,-93,0
0,84,-93,0,25,0
0,0,62,0,-63,0
0,0,26,0,21,-76
0,0,0,0,0,0
0,75,0,0,-90,0
0,-88,-49,0,-30,38
0,0,50,0,0,0
-88,52,0,0,0,0
0,84,29,0,0,0
0,19,38,0,0,0
-99,-5,0,0,0,0
0,0,0,3,0,0
0,78,0,0,0,0
99,0,0,12,0,0
0,-76,-55,0,83,0
0,-71,-68,0,0,0
0,-17,24,0,58,-38
88,0,-39,0,29,0
0,0,0,98,26,0
0,23,0,-17,51,0
0,0,0,-46,-32,0
0,-64,0,-71,68,0
0,0,98,0,-68,0
13,-68,0,21,0,0
-16,0,-24,0,-37,0
0,-15,-88,0,0,0
14,26,85,0,0,0
0,0,0,50,0,0
0,-56,0,94,0,0
66,0,70,26,95,-2
0,-90,-58,0,0,0
0,0,0,0,0,0
0,-49,0,-99,0,-70
0,0,-100,0,0,0
0,94,-78,-15,0,0
95,4,-29,0,39,0
0,-5,0,0,0,0
7,-64,0,71,-84,0
0,48,76,52,-80,-92
-57,0,0,0,-91,0
85,0,61,-68,30,-21
-62,0,-41,0,0,0
0,0,0,80,-83,0
71,0,70,0,8,68
0,0,-86,95,0,0
0,0,88,-41,0,0
0,0,-13,35,8,0
0,0,3,0,0,0
0,36,-69,0,50,0
0,-77,-39,-91,-7,0
0,0,20,0,-54,0
0,-17,-76,55,0,2
0,0,-43,73,81,0
0,0,-74,-73,-29,0
72,-73,81,-49,-77,0
0,0,-68,0,0,0
46,-71,-83,-97,0,0
0,0,28,33,-43,0
0,-53,65,-30,90,0
-51,11,0,0,-2,0
-48,0,0,-57,-37,0
0,68,52,0,-42,0
0,-74,0,-49,35,67
0,0,0,0,0,0
0,0,-1,-90,0,0
0,0,0,0,0,-50
0,0,-37,83,0,0
0,0,15,0,-74,0
0,0,-68,-32,0,-54
0,44,0,0,-47,0
0,0,-54,0,0,0
-28,0,0,53,0,0
0,-8,58,0,0,0
-22,48,7,0,39,0
4,39,34,51,33,0
0,-44,0,-78,6,61
0,-72,0,15,-31,0
0,0,77,13,10,0
0,0,-28,0,14,-97
-99,-67,-94,-48,64,0
0,-94,11,0,88,-72
0,97,-58,-87,64,0
80,74,7,0,0,0
0,0,8,89,0,0
0,-16,-85,0,0,0
0,86,17,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,-54,47,0
0,0,-80,24,-58,0
0,0,-40,0,35,0
0,0,-83,96,-8,0
0,0,0,-91,0,0
0,0,0,0,12,0
29,-92,0,-99,0,0
0,0,21,0,-71,-87
0,0,0,71,-57,0
0,-2,0,0,3,0
0,48,-13,0,-49,0
0,0,-89,0,-3,0
-76,0,63,0,25,0
0,-21,37,0,0,0
0,30,0,0,0,0
-84,57,-46,64,24,0
92,94,16,31,0,-74
18,19,0,0,0,0
0,85,0,0,-67,0
-80,45,69,-26,0,0
0,32,0,-31,89,0
0,0,-8,-39,0,0
0,0,73,0,-29,0
0,0,14,0,0,0
0,0,0,0,0,0
0,0,-20,0,0,0
0,0,-34,-69,0,0
-29,0,-42,-96,56,0
83,0,0,0,0,0
0,18,51,0,53,0
-51,-91,0,0,20,0
0,0,-64,6,-60,0
0,0,70,0,0,27
0,0,89,74,0,0
0,0,-85,0,0,0
0,31,-17,73,0,0
-31,0,-43,-77,0,0
0,0,83,-61,0,0
0,89,-95,0,0,24
0,73,26,0,90,0
0,17,10,0,45,0
0,-14,-59,0,56,33
0,-52,-51,0,84,0
-44,-77,-56,0,0,0
-26,0,0,0,-16,-7
-82,0,0,0,62,0
0,0,0,0,-59,0
0,0,0,-43,0,0
28,0,-52,0,54,0
0,0,0,0,19,0
38,0,-56,0,-32,0
0,0,-21,0,0,0
86,0,84,0,0,0
100,33,0,0,0,16
0,0,-13,60,0,0
0,0,0,0,0,0
0,0,96,0,1,0
0,0,31,-47,0,0
42,0,39,0,0,0
0,91,0,0,-47,98
0,0,-70,0,0,0
-46,-64,-80,0,0,8
84,0,-5,0,0,0
45,-88,94,0,64,0
0,-48,-27,0,0,-82
0,-3,18,0,13,0
0,-21,0,0,74,0
0,0,62,0,-86,0
0,0,0,0,26,0
0,0,100,0,-71,0
0,0,-60,0,0,0
-88,0,0,0,0,0
-51,0,-30,-16,0,0
0,0,-30,0,-24,0
0,0,-87,0,0,0
-93,0,12,0,0,0
0,0,5,0,-54,61
-64,0,-49,0,0,0
0,0,0,0,81,0
0,-36,0,0,0,0
-29,0,-59,0,1,83
-19,0,90,0,-45,0
0,75,71,0,-46,0
-84,-2,-13,0,-75,0
0,48,0,0,0,0
0,-20,0,0,-92,0
-67,-18,-40,0,-39,0
0,33,97,0,63,0
-86,78,-93,0,-39,0
0,-75,83,0,0,0
-98,0,-38,0,0,68
0,0,-96,0,3,0
68,0,30,0,-22,15
40,-91,3,0,-39,86
26,80,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,30,0
0,-49,-49,0,-22,2
0,-35,0,0,0,0
0,0,-75,0,-92,0
0,-97,-38,0,51,0
0,31,67,0,42,0
14,0,-56,0,-12,0
0,0,0,0,-64,0
91,50,0,0,13,0
-23,-51,15,0,-74,0
-87,-80,0,0,49,0
0,-44,74,0,0,0
0,-77,96,0,0,0
62,-73,85,0,0,0
95,72,-95,0,0,0
0,0,21,0,0,0
23,0,-25,0,61,0
0,0,44,0,62,0
-20,0,65,0,-61,0
-42,0,100,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-32,84,-45,0,0,0
0,13,-12,0,0,-5
0,0,0,0,0,0
0,50,-51,0,0,0
0,25,-99,0,9,0
0,-92,15,0,0,0
0,0,1,0,-7,0
0,0,81,0,-43,0
-43,0,0,0,0,0
0,-35,-36,0,0,0
0,11,89,0,0,0
0,73,-47,0,0,0
0,-39,0,0,0,0
0,0,53,-22,0,0
-94,12,-76,0,-22,0
-68,47,29,0,49,-22
0,48,18,0,-39,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,-42,0,85,0
0,-85,-90,0,90,0
0,0,0,0,-40,0
0,0,0,-91,0,-95
0,0,-34,0,9,0
0,0,0,0,15,0
-91,-48,15,0,46,0
-44,68,1,-94,-84,0
0,0,0,0,0,73
-59,0,-4,0,0,0
0,9,-32,0,0,0
-53,-100,20,0,0,0
0,0,-36,0,0,0
0,15,0,0,0,0
0,62,0,0,-43,0
-43,-74,8,0,0,0
0,-92,79,0,69,0
19,57,43,0,21,0
0,58,0,0,0,0
0,-67,39,0,-30,0
55,-17,35,34,8,0
0,0,-92,0,36,0
0,0,0,0,51,0
0,0,9,0,24,0
0,0,0,0,56,0
0,0,-54,0,52,0
13,0,43,0,17,-28
0,0,-11,0,0,0
-63,99,0,0,0,0
37,0,22,0,0,0
-63,0,-9,0,0,0
0,0,0,0,0,0
0,72,24,0,82,0
0,0,-88,0,-91,0
-74,3,78,0,-79,0
0,-37,-13,0,0,0
0,0,-49,0,0,0
0,-86,-93,0,-25,-49
-10,0,-50,0,10,0
0,-95,-70,0,-100,0
0,63,97,0,-63,80
-61,-42,0,0,0,0
-52,80,9,0,65,0
0,-7,50,0,-5,0
0,0,-17,0,27,0
-12,0,0,0,0,0
0,0,-25,0,0,0
0,0,0,0,0,0
0,0,35,0,0,0
0,0,30,0,0,0
25,0,22,0,0,0
-94,0,37,0,6,0
0,-27,77,14,0,0
6,0,0,0,0,0
-62,0,0,0,0,0
0,0,-70,0,83,0
6,0,-27,0,-63,0
0,-8,80,0,35,0
-57,0,0,-100,0,62
-95,-84,-41,0,0,0
0,0,85,0,0,0
0,-84,-83,0,0,0
-39,32,0,0,-100,0
-91,5,65,0,37,0
-7,-92,0,0,-50,0
0,67,-35,0,0,0
0,82,6,-96,0,0
0,0,0,0,0,0
0,0,13,76,0,0
-44,0,-72,0,0,0
27,0,-19,0,0,0
87,0,-86,0,0,49
42,0,28,0,46,0
0,0,86,0,0,0
0,0,0,0,45,0
47,12,-98,0,-98,0
0,33,0,0,0,0
0,0,0,0,0,0
0,-86,82,0,23,0
0,0,-12,0,-84,0
0,0,-97,0,-26,0
0,-93,-52,0,47,0
-2,0,-94,0,-87,0
20,15,0,56,57,0
-46,0,-47,0,0,0
0,67,0,0,0,0
0,0,58,0,0,0
0,-39,41,0,0,0
0,10,0,0,0,-68
0,82,0,0,0,0
1,0,-7,0,0,0
0,0,62,0,-65,0
4,0,0,0,-19,0
72,0,53,0,0,0
0,0,1,0,-54,0
19,0,-78,0,7,0
0,0,-100,0,-36,0
0,0,89,-53,0,0
0,0,-35,0,94,-99
0,0,0,0,52,0
-87,0,7,0,-98,0
0,-29,38,0,-85,0
0,0,23,0,-49,0
0,0,99,0,0,0
0,0,-19,0,0,3
0,88,0,58,0,0
-20,86,45,0,0,0
0,81,-9,0,0,0
0,95,63,0,0,0
0,-33,77,0,0,0
0,77,-66,0,0,0
87,-86,84,0,0,0
0,23,-94,0,0,0
-71,0,-86,-67,0,0
0,0,-23,0,53,0
0,0,0,0,0,0
68,0,-17,-28,-31,0
0,18,-29,45,32,0
0,0,0,-4,46,0
0,0,0,0,-24,0
0,0,-24,-61,-91,0
56,0,0,0,70,0
0,44,0,0,0,0
0,0,0,0,0,0
0,-73,65,0,0,-29
0,0,33,0,0,0
0,-27,54,0,0,0
0,23,-52,0,-35,0
0,18,-97,0,68,0
65,15,-37,0,0,0
0,-5,-29,0,-59,0
0,0,0,0,19,75
0,-8,30,0,0,0
0,3,0,0,-9,0
92,-92,-16,0,-78,0
0,94,0,0,-96,0
0,0,73,41,0,0
0,0,0,0,12,-60
86,0,0,0,0,0
0,0,0,0,-3,0
0,0,-81,0,-16,0
0,0,16,0,0,0
0,0,0,0,41,0
0,0,9,0,0,0
0,0,-12,0,0,0
0,0,0,0,0,-21
0,0,87,0,0,0
0,-32,90,0,0,0
0,0,0,0,0,0
0,56,-70,-15,0,0
0,12,-50,0,0,0
0,63,-73,0,39,0
-17,0,0,0,0,0
0,-12,33,0,-31,0
-94,-35,0,0,0,83
0,-38,0,0,54,0
0,-2,19,0,0,0
0,99,0,0,95,-38
0,-3,45,0,64,0
0,0,0,0,-28,0
0,0,93,0,0,0
-50,0,78,0,0,0
0,0,0,0,0,0
0,0,-52,0,0,0
0,0,28,0,0,0
0,0,-38,0,0,0
0,0,0,0,0,-65
-41,59,-14,0,0,0
0,0,89,0,0,50
0,-28,61,0,47,0
0,-100,6,0,0,0
0,-39,-87,0,49,0
0,-30,-53,0,48,0
0,-55,-64,0,23,0
0,27,-7,0,-1,-58
0,6,26,0,-93,0
62,0,0,0,0,0
0,-48,54,0,70,0
52,59,65,0,40,0
25,-53,-59,0,0,0
0,28,-84,0,0,0
0,-45,-75,0,0,0
0,0,7,0,0,0
0,0,31,0,90,0
0,0,-73,0,0,0
0,0,6,0,-41,0
0,71,-28,0,0,0
0,0,0,0,-5,0
-81,0,80,0,95,0
0,0,10,0,0,0
-35,0,0,0,28,0
0,0,-15,0,94,0
